Season,AccountNumber,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement
2023,5877,0,0,2,0,$76.00 ,1,B,270,675,Medium
2023,5878,0,0,4,0,$150.00 ,1,B,12,311,Medium
2023,5879,0,0,4,0,$72.00 ,1,E,54,548,Low
2023,5880,2,0,0,0,$59.00 ,1,B,33,518,Medium
2023,5881,2,0,0,0,$85.00 ,1,Limited Data,734,,Low
2023,5882,4,0,0,0,$227.00 ,1,A,204,919,High
2023,5883,0,0,1,0,$61.00 ,1,Limited Data,132,497,Low
2023,5884,0,0,2,0,$27.00 ,1,A,6,267,Low
2023,5885,0,0,14,0,$124.00 ,0,Limited Data,1460,,Low
2023,5886,0,0,6,0,$40.00 ,1,A,93,301,Medium
2023,5887,0,0,2,0,$18.00 ,0,A,6,312,Medium
2023,5888,0,0,0,0,$422.62 ,2,Limited Data,80,,Low
2023,5889,2,0,0,0,$238.00 ,1,A,2,843,High
2023,5890,0,0,4,0,$468.80 ,4,G,81,889,High
2023,5891,0,0,3,0,$22.00 ,1,C,6,551,High
2023,5892,4,0,0,0,$56.00 ,1,B,83,200,Medium
2023,5893,2,0,0,0,$125.00 ,0,A,12,424,Medium
2023,5894,0,0,6,0,$96.00 ,1,B,79,429,Low
2023,5895,4,0,0,0,$9.00 ,1,E,214,842,Medium
2023,5896,1,0,0,0,$187.00 ,1,D,330,926,High
2023,5897,5,0,0,0,$24.00 ,1,A,100,479,Medium
2023,5898,0,0,4,0,$23.50 ,2,Limited Data,4,,Medium
2023,5899,0,0,4,0,$58.00 ,1,A,13,416,Low
2023,5900,0,0,3,0,$101.00 ,1,A,13,204,Medium
2023,5901,2,0,0,0,$83.00 ,1,B,30,265,High
2023,5902,2,0,0,0,$7.00 ,1,Limited Data,73,,High
2023,5903,0,0,3,0,$35.00 ,1,Limited Data,6,,High
2023,5904,0,0,1,0,$35.00 ,1,A,132,460,Low
2023,5905,0,0,4,0,$87.00 ,1,A,95,833,Medium
2023,5906,0,0,4,0,$57.00 ,1,A,95,352,Medium
2023,5907,4,0,0,0,$80.00 ,1,A,86,407,Medium
2023,5908,0,0,2,0,$71.00 ,1,D,47,266,High
2023,5909,0,0,3,0,$99.00 ,1,A,90,367,High
2023,5910,0,0,5,0,$3.00 ,1,A,132,589,Medium
2023,5911,1,0,0,0,$207.00 ,1,A,218,531,High
2023,5912,3,0,0,0,$8.67 ,2,Limited Data,623,926,Medium
2023,5913,0,0,3,0,$14.00 ,1,B,132,273,Low
2023,5914,0,0,7,0,$30.00 ,1,A,132,326,High
2023,5915,3,0,0,0,$203.00 ,1,B,75,555,Medium
2023,5916,2,0,0,0,$86.00 ,1,A,84,652,High
2023,5917,2,0,0,0,$64.00 ,1,A,6,443,Low
2023,5918,0,0,2,0,$50.00 ,1,Limited Data,132,,Medium
2023,5919,3,0,0,0,$154.00 ,1,A,17,576,Medium
2023,5920,0,0,4,0,$11.50 ,1,A,61,869,High
2023,5921,4,0,0,0,$40.00 ,1,A,20,408,Medium
2023,5922,0,0,4,0,$25.00 ,0,A,13,346,Medium
2023,5923,2,0,0,0,$308.00 ,1,B,77,200,Medium
2023,5924,1,0,0,0,$84.00 ,1,A,89,665,Medium
2023,5925,1,0,0,0,$56.00 ,1,Limited Data,,,High
2023,5926,2,0,0,0,$207.00 ,0,B,79,598,Low
2023,5927,2,0,0,0,$35.00 ,1,C,76,425,High
2023,5928,0,0,2,0,$49.00 ,1,B,9,360,Medium
2023,5929,0,0,4,0,$56.00 ,1,B,195,357,Low
2023,5930,2,0,0,0,$87.00 ,1,B,89,545,Medium
2023,5931,2,0,0,0,$80.00 ,1,B,328,421,Medium
2023,5932,0,0,3,0,$45.00 ,1,A,132,381,Low
2023,5933,1,0,0,0,$152.00 ,1,C,443,352,High
2023,5934,0,0,0,0,$481.00 ,0,Limited Data,956,925,Medium
2023,5935,0,0,3,0,$12.33 ,1,A,61,382,Medium
2023,5936,2,0,0,0,$95.00 ,1,A,74,496,High
2023,5937,1,0,0,0,$4.00 ,1,Limited Data,,,Low
2023,5938,0,0,0,0,$27.00 ,0,B,6,392,Medium
2023,5939,2,0,0,0,$36.00 ,1,B,70,925,Low
2023,5940,2,0,0,0,$84.00 ,1,Limited Data,10,,Medium
2023,5941,4,0,0,0,$137.00 ,1,B,62,951,Medium
2023,5942,1,0,0,0,$67.00 ,1,Limited Data,,730,Low
2023,5943,2,0,0,0,$490.00 ,0,A,479,595,High
2023,5944,1,0,0,0,$134.00 ,1,C,551,917,Medium
2023,5945,0,0,6,0,$31.67 ,1,A,38,331,High
2023,5946,0,0,0,0,$24.00 ,1,Limited Data,6,,Medium
2023,5947,0,0,0,0,$24.00 ,0,Limited Data,33,,Medium
2023,5948,0,0,2,0,$62.00 ,1,A,132,367,High
2023,5949,3,0,0,0,$90.00 ,1,A,141,276,High
2023,5950,1,0,0,0,$24.00 ,1,A,88,725,Low
2023,5951,1,0,0,0,$75.00 ,1,Limited Data,836,950,Medium
2023,5952,4,0,0,0,$52.00 ,1,D,329,676,Medium
2023,5953,6,0,0,0,$132.50 ,1,Limited Data,,,Low
2023,5954,2,0,0,0,$124.00 ,1,Limited Data,,,High
2023,5955,0,0,3,0,$75.00 ,1,Limited Data,132,,Medium
2023,5956,0,22,0,0,$102.82 ,1,Limited Data,7,,High
2023,5957,2,0,0,0,$66.00 ,1,C,74,732,Medium
2023,5958,0,0,5,0,$83.00 ,1,D,734,864,Medium
2023,5959,2,0,0,0,$320.00 ,0,Limited Data,1460,,High
2023,5960,0,0,2,0,$53.00 ,1,A,132,262,High
2023,5961,0,0,5,0,$72.00 ,1,A,132,548,Medium
2023,5962,4,0,0,0,$210.00 ,1,B,169,856,Medium
2023,5963,0,0,0,0,$517.50 ,0,E,1730,549,Medium
2023,5964,4,0,0,0,$132.00 ,1,C,734,930,Medium
2023,5965,4,0,0,0,$108.00 ,2,A,19,808,Low
2023,5966,2,0,0,0,$114.00 ,1,B,20,488,High
2023,5967,0,0,48,0,$209.00 ,1,Limited Data,,,Low
2023,5968,3,0,0,0,$307.00 ,1,Limited Data,,,Medium
2023,5969,8,0,0,0,$277.00 ,0,Limited Data,,,Medium
2023,5970,2,0,0,0,$88.00 ,1,Limited Data,171,390,Medium
2023,5971,10,0,0,0,$32.00 ,1,Limited Data,192,,High
2023,5972,1,0,0,0,$365.00 ,1,Limited Data,416,904,Medium
2023,5973,0,0,5,0,$101.00 ,1,A,105,940,High
2023,5974,3,0,0,0,$137.00 ,0,E,854,794,Medium
2023,5975,4,0,0,0,$7.00 ,1,A,2,211,Medium
2023,5976,0,0,4,0,$50.00 ,1,A,132,501,High
2023,5977,0,0,8,0,$99.00 ,1,A,84,623,High
2023,5978,0,0,0,0,$115.00 ,1,B,68,597,High
2023,5979,4,0,0,0,$32.50 ,1,Limited Data,729,838,Low
2023,5980,4,0,0,0,$161.00 ,1,B,86,260,Medium
2023,5981,3,0,0,0,$4.00 ,1,B,2,426,Low
2023,5982,6,0,0,0,$90.00 ,2,B,1,368,Medium
2023,5983,1,0,0,0,$45.00 ,1,B,344,936,High
2023,5984,3,0,0,0,$82.00 ,1,A,669,949,Medium
2023,5985,0,0,4,0,$110.00 ,0,Limited Data,11,,Low
2023,5986,0,0,1,0,$41.00 ,1,A,72,617,Low
2023,5987,4,0,0,0,$7.00 ,1,A,44,514,Medium
2023,5988,6,0,0,0,$83.00 ,1,A,15,514,Medium
2023,5989,2,0,0,0,$1.00 ,0,A,58,409,Medium
2023,5990,3,0,0,0,$138.00 ,1,B,751,925,Medium
2023,5991,0,0,4,0,$26.00 ,1,A,79,452,Low
2023,5992,2,0,0,0,$89.00 ,1,Limited Data,12,,Medium
2023,5993,3,0,0,0,$33.00 ,1,Limited Data,82,,Medium
2023,5994,0,0,4,0,$79.00 ,1,A,61,785,Medium
2023,5995,4,0,0,0,$77.50 ,2,A,9,889,Medium
2023,5996,2,0,0,0,$122.00 ,1,A,95,510,Medium
2023,5997,2,0,0,0,$12.00 ,1,A,4,634,Low
2023,5998,5,0,0,0,$98.00 ,1,Limited Data,124,,Medium
2023,5999,3,0,0,0,$78.00 ,1,A,24,414,Medium
2023,6000,2,0,0,0,$143.00 ,1,D,1025,367,Medium
2023,6001,2,0,0,0,$93.00 ,1,Limited Data,436,652,Medium
2023,6002,5,0,0,0,$5.00 ,2,B,518,227,Medium
2023,6003,0,0,2,0,$28.50 ,1,B,6,345,High
2023,6004,2,0,0,0,$71.00 ,0,A,9,608,High
2023,6005,0,0,5,0,$129.00 ,1,A,58,283,High
2023,6006,0,0,6,0,$27.33 ,2,B,23,402,Low
2023,6007,0,0,1,0,$50.00 ,1,C,75,350,Medium
2023,6008,0,0,2,0,$39.00 ,1,A,95,351,High
2023,6009,6,0,0,0,$78.00 ,1,B,176,383,Medium
2023,6010,0,0,2,0,$46.00 ,1,B,19,861,Low
2023,6011,0,10,0,0,$63.40 ,4,A,2,924,High
2023,6012,3,0,0,0,$165.00 ,1,B,81,577,High
2023,6013,2,0,0,0,$175.00 ,1,A,125,797,Medium
2023,6014,4,0,0,0,$99.00 ,1,A,54,365,Medium
2023,6015,1,0,0,0,$128.00 ,1,Limited Data,283,,Medium
2023,6016,2,0,0,0,$51.00 ,0,B,202,256,Medium
2023,6017,1,0,0,0,$114.00 ,1,C,693,571,Medium
2023,6018,4,0,0,0,$88.00 ,1,C,1,285,Low
2023,6019,0,0,2,0,$59.00 ,1,Limited Data,75,,Low
2023,6020,2,0,0,0,$111.00 ,1,Limited Data,60,,High
2023,6021,0,0,4,0,$40.00 ,1,A,85,312,High
2023,6022,3,0,0,0,$74.00 ,1,B,23,890,Medium
2023,6023,2,0,0,0,$200.00 ,1,D,520,528,High
2023,6024,3,0,0,0,$52.00 ,1,B,22,396,High
2023,6025,0,0,2,0,$42.00 ,0,A,91,863,High
2023,6026,2,0,0,0,$111.00 ,1,A,3,325,Medium
2023,6027,4,0,0,0,$96.00 ,1,A,112,594,Low
2023,6028,3,0,0,0,$340.00 ,1,B,213,457,Medium
2023,6029,4,0,0,0,$101.00 ,1,Limited Data,11,,High
2023,6030,6,0,0,0,$78.00 ,1,A,112,217,Low
2023,6031,2,0,0,0,$128.00 ,1,Limited Data,0,,High
2023,6032,2,0,0,0,$45.00 ,1,Limited Data,46,,High
2023,6033,1,0,0,0,$86.00 ,1,Limited Data,725,520,Medium
2023,6034,0,0,5,0,$19.00 ,1,A,75,837,High
2023,6035,3,0,0,0,$52.00 ,1,A,90,857,High
2023,6036,0,0,2,0,$152.00 ,1,C,102,590,Low
2023,6037,2,0,0,0,$24.00 ,1,Limited Data,1277,,High
2023,6038,2,0,0,0,$44.00 ,1,A,33,176,Medium
2023,6039,2,0,0,0,$200.00 ,1,C,6,372,Medium
2023,6040,4,0,0,0,$35.00 ,0,B,251,357,Medium
2023,6041,0,0,4,0,$58.00 ,1,A,132,281,Medium
2023,6042,3,0,0,0,$62.00 ,1,A,124,568,Medium
2023,6043,0,0,2,0,$126.00 ,1,B,12,400,High
2023,6044,4,0,0,0,$268.00 ,1,E,836,921,Medium
2023,6045,10,0,0,0,$35.00 ,1,A,139,396,Low
2023,6046,2,0,0,0,$8.00 ,1,E,6,472,Medium
2023,6047,0,0,4,0,$58.50 ,2,A,4,626,High
2023,6048,2,0,0,0,$67.00 ,1,C,353,723,Medium
2023,6049,1,0,0,0,$184.00 ,1,C,72,889,Medium
2023,6050,1,0,0,0,$150.00 ,1,Limited Data,,914,High
2023,6051,2,0,0,0,$43.00 ,1,D,4,335,Low
2023,6052,4,0,0,0,$108.00 ,1,A,235,603,Low
2023,6053,1,0,0,0,$200.00 ,1,D,1248,891,Medium
2023,6054,2,0,0,0,$56.00 ,1,B,71,660,High
2023,6055,0,0,2,0,$60.00 ,1,B,19,576,High
2023,6056,4,0,0,0,$175.00 ,1,B,86,637,Medium
2023,6057,0,0,4,0,$55.00 ,1,B,11,756,High
2023,6058,4,0,0,0,$45.00 ,1,A,261,181,Medium
2023,6059,2,0,0,0,$82.00 ,1,Limited Data,1011,464,High
2023,6060,2,0,0,0,$166.00 ,1,Limited Data,88,,High
2023,6061,1,0,0,0,$1.00 ,1,D,6,921,Low
2023,6062,2,0,0,0,$18.00 ,1,A,17,362,Medium
2023,6063,2,0,0,0,$41.00 ,1,D,1763,945,High
2023,6064,2,0,0,0,$206.00 ,0,A,103,365,High
2023,6065,0,0,3,0,$64.00 ,1,A,91,422,Medium
2023,6066,0,0,4,0,$16.00 ,1,A,85,450,High
2023,6067,2,0,0,0,$222.00 ,1,B,1715,422,Medium
2023,6068,2,0,0,0,$102.00 ,2,Limited Data,69,,Medium
2023,6069,3,0,0,0,$232.00 ,1,B,266,388,Low
2023,6070,1,0,0,0,$53.00 ,1,B,1693,960,Medium
2023,6071,3,0,0,0,$128.00 ,1,Limited Data,1034,926,Medium
2023,6072,1,0,0,0,$74.00 ,1,Limited Data,,,High
2023,6073,0,0,7,0,$22.00 ,1,B,28,408,Medium
2023,6074,1,0,0,0,$112.00 ,1,B,690,915,Low
2023,6075,2,0,0,0,$78.50 ,2,Limited Data,,,Low
2023,6076,3,0,3,0,$30.17 ,2,D,75,572,High
2023,6077,4,0,0,0,$82.00 ,1,D,83,597,Low
2023,6078,2,0,0,0,$60.00 ,1,Limited Data,,,Medium
2023,6079,5,0,0,0,$95.00 ,1,A,174,414,Low
2023,6080,0,0,4,0,$29.00 ,1,A,91,892,Medium
2023,6081,2,0,0,0,$74.00 ,1,Limited Data,,,Low
2023,6082,4,0,0,0,$270.00 ,1,C,732,395,Low
2023,6083,2,0,0,0,$60.00 ,1,D,45,926,Medium
2023,6084,2,0,0,0,$76.00 ,1,C,71,382,Medium
2023,6085,2,0,0,0,$98.00 ,1,Limited Data,1343,702,High
2023,6086,2,0,0,0,$99.00 ,1,A,87,498,Low
2023,6087,2,0,0,0,$86.00 ,1,B,272,409,High
2023,6088,1,0,0,0,$1.00 ,0,Limited Data,,,Medium
2023,6089,0,0,0,0,$421.00 ,1,Limited Data,745,,High
2023,6090,6,0,0,0,$77.00 ,1,A,158,457,Medium
2023,6091,0,0,0,0,$7.00 ,0,A,618,470,Low
2023,6092,2,0,0,0,$165.00 ,1,Limited Data,,,High
2023,6093,1,0,0,0,$59.00 ,1,Limited Data,,,Medium
2023,6094,2,0,0,0,$66.00 ,1,D,4,476,Medium
2023,6095,8,0,0,0,$73.50 ,2,Limited Data,,,High
2023,6096,1,0,0,0,$121.00 ,1,D,857,708,Medium
2023,6097,0,0,3,0,$83.00 ,1,E,132,919,Medium
2023,6098,2,0,0,0,$169.00 ,1,G,1738,965,Medium
2023,6099,2,0,0,0,$77.00 ,1,B,1686,656,Medium
2023,6100,2,0,0,0,$75.00 ,1,A,365,847,Low
2023,6101,2,0,0,0,$67.00 ,1,A,301,762,Low
2023,6102,2,0,0,0,$67.00 ,1,E,73,633,Low
2023,6103,2,0,0,0,$182.00 ,1,Limited Data,15,,Medium
2023,6104,2,0,0,0,$166.00 ,1,B,58,442,Medium
2023,6105,2,0,0,0,$196.00 ,1,A,1744,611,Medium
2023,6106,4,0,0,0,$115.00 ,1,B,300,789,Medium
2023,6107,1,0,0,0,$34.00 ,1,D,108,684,High
2023,6108,4,0,0,0,$69.00 ,1,B,86,429,Medium
2023,6109,2,0,0,0,$129.00 ,1,D,1,621,Low
2023,6110,4,0,0,0,$65.00 ,1,B,100,550,High
2023,6111,0,0,5,0,$87.60 ,0,B,3,875,Medium
2023,6112,2,0,0,0,$53.00 ,1,A,44,632,Medium
2023,6113,3,0,0,0,$133.00 ,1,Limited Data,,,Low
2023,6114,1,0,0,0,$123.00 ,1,D,180,582,Medium
2023,6115,3,0,0,0,$33.00 ,1,D,73,866,High
2023,6116,1,0,0,0,$68.00 ,1,Limited Data,82,881,Medium
2023,6117,0,0,3,0,$107.00 ,1,B,151,429,High
2023,6118,3,0,0,0,$99.00 ,1,D,1,649,High
2023,6119,2,0,0,0,$166.00 ,1,A,90,433,High
2023,6120,3,0,0,0,$65.00 ,1,D,20,887,Low
2023,6121,2,0,0,0,$73.00 ,1,Limited Data,73,,Medium
2023,6122,2,0,0,0,$36.00 ,1,A,60,500,Medium
2023,6123,1,0,0,0,$118.00 ,1,C,509,397,Low
2023,6124,2,0,2,0,$66.50 ,2,A,8,435,Medium
2023,6125,2,0,0,0,$43.00 ,1,D,241,229,Medium
2023,6126,0,0,4,0,$52.00 ,1,A,41,530,Medium
2023,6127,4,0,0,0,$35.00 ,1,A,106,755,High
2023,6128,3,0,0,0,$74.00 ,1,E,61,276,Medium
2023,6129,2,0,0,0,$66.00 ,1,Limited Data,74,,High
2023,6130,3,0,0,0,$74.00 ,1,B,94,659,High
2023,6131,2,0,0,0,$1.00 ,1,A,88,934,Medium
2023,6132,2,0,0,0,$63.50 ,1,A,75,374,High
2023,6133,2,0,0,0,$78.00 ,1,B,7,257,High
2023,6134,4,0,0,0,$20.00 ,1,A,75,894,Medium
2023,6135,1,0,0,0,$9.00 ,1,Limited Data,,,Medium
2023,6136,3,0,0,0,$128.00 ,1,C,74,941,Medium
2023,6137,2,0,0,0,$114.50 ,2,C,54,500,High
2023,6138,2,0,0,0,$26.00 ,1,C,0,487,Low
2023,6139,4,0,0,0,$81.00 ,1,B,56,479,Medium
2023,6140,4,0,0,0,$98.00 ,1,A,41,462,Medium
2023,6141,2,0,0,0,$103.00 ,1,A,1471,826,Low
2023,6142,0,0,2,0,$78.00 ,1,A,74,658,Medium
2023,6143,2,0,0,0,$102.00 ,1,B,95,919,Medium
2023,6144,2,0,0,0,$166.00 ,1,D,338,212,Low
2023,6145,2,0,0,0,$56.00 ,2,A,55,912,Medium
2023,6146,3,0,0,0,$178.00 ,1,Limited Data,162,,High
2023,6147,0,0,2,0,$35.00 ,1,Limited Data,17,,High
2023,6148,3,0,0,0,$5.00 ,1,A,2816,343,High
2023,6149,1,0,0,0,$109.00 ,1,A,1242,452,Medium
2023,6150,4,0,0,0,$35.00 ,1,A,102,218,Medium
2023,6151,2,0,0,0,$475.00 ,1,B,311,929,High
2023,6152,4,0,0,0,$3.00 ,1,Limited Data,,,Low
2023,6153,2,0,0,0,$25.00 ,1,Limited Data,4,,Medium
2023,6154,4,0,0,0,$36.00 ,1,B,58,471,Medium
2023,6155,0,0,2,0,$32.00 ,0,A,72,586,Medium
2023,6156,2,0,0,0,$21.00 ,1,B,90,377,Medium
2023,6157,2,0,0,0,$88.00 ,0,A,506,741,Low
2023,6158,2,0,0,0,$186.00 ,1,A,218,384,Medium
2023,6159,5,0,0,0,$124.00 ,1,Limited Data,810,,High
2023,6160,4,0,0,0,$183.00 ,2,B,127,898,Medium
2023,6161,2,0,0,0,$259.00 ,1,D,1263,891,High
2023,6162,0,0,4,0,$9.00 ,1,A,18,322,Medium
2023,6163,5,0,0,0,$51.00 ,1,A,65,591,Medium
2023,6164,3,0,7,0,$47.50 ,3,B,4,943,High
2023,6165,4,0,0,0,$72.00 ,1,Limited Data,,,Low
2023,6166,1,0,0,0,$79.00 ,1,B,582,933,Medium
2023,6167,4,0,0,0,$96.00 ,1,A,232,305,Medium
2023,6168,3,0,0,0,$121.00 ,1,A,80,511,Medium
2023,6169,0,0,3,0,$29.67 ,1,A,45,557,Medium
2023,6170,0,0,4,0,$50.00 ,0,Limited Data,3,,Medium
2023,6171,2,0,0,0,$46.50 ,2,A,50,934,High
2023,6172,2,0,0,0,$48.00 ,1,D,1084,888,Medium
2023,6173,2,0,0,0,$103.00 ,1,D,2,446,Medium
2023,6174,1,0,0,0,$153.00 ,1,A,33,476,High
2023,6175,1,0,0,0,$190.00 ,1,D,6,448,Low
2023,6176,2,0,0,0,$12.00 ,1,A,48,916,High
2023,6177,5,0,0,0,$96.00 ,2,C,0,488,High
2023,6178,4,0,0,0,$20.00 ,1,B,33,548,Low
2023,6179,4,0,0,0,$31.00 ,0,C,4,269,Medium
2023,6180,11,0,0,0,$6.27 ,4,A,11,552,High
2023,6181,2,0,0,0,$35.00 ,1,B,47,326,High
2023,6182,4,0,0,0,$6.50 ,1,F,74,479,High
2023,6183,2,0,0,0,$47.00 ,1,A,10,881,Medium
2023,6184,4,0,0,0,$13.00 ,2,Limited Data,3,,Low
2023,6185,4,0,0,0,$5.00 ,1,B,7,338,High
2023,6186,2,0,0,0,$34.00 ,1,A,130,597,High
2023,6187,4,0,0,0,$39.50 ,2,C,1,275,Medium
2023,6188,2,0,0,0,$109.00 ,1,C,213,383,Medium
2023,6189,3,0,0,0,$66.33 ,2,Limited Data,1,,Medium
2023,6190,3,0,0,0,$43.00 ,1,E,73,816,High
2023,6191,2,0,0,0,$36.00 ,0,A,10,534,High
2023,6192,0,0,5,0,$1.00 ,0,Limited Data,1086,,High
2023,6193,0,0,0,0,$313.00 ,1,Limited Data,,,Medium
2023,6194,17,0,0,0,$31.12 ,0,B,8,901,Medium
2023,6195,1,0,0,0,$18.00 ,1,A,67,437,Medium
2023,6196,1,0,0,0,$60.00 ,1,A,69,713,Low
2023,6197,2,0,0,0,$46.00 ,1,D,6,503,Low
2023,6198,3,0,0,0,$12.33 ,3,Limited Data,0,,High
2023,6199,2,0,0,0,$21.00 ,1,Limited Data,1,,Medium
2023,6200,2,0,0,0,$41.00 ,1,E,3,382,Medium
2023,6201,2,0,0,0,$32.00 ,1,A,44,370,Low
2023,6202,2,0,0,0,$35.00 ,1,A,101,580,Medium
2023,6203,3,0,0,0,$76.00 ,1,E,100,447,High
2023,6204,7,0,0,0,$49.57 ,3,Limited Data,6,,Low
2023,6205,0,0,0,0,$35.00 ,2,B,2,361,Low
2023,6206,0,0,8,0,$20.00 ,0,Limited Data,3,457,High
2023,6207,4,0,0,0,$138.00 ,1,E,8,700,Medium
2023,6208,8,0,0,0,$12.75 ,3,A,469,465,High
2023,6209,9,0,0,0,$21.44 ,4,B,4,929,Low
2023,6210,2,0,0,0,$59.00 ,1,A,4,338,High
2023,6211,0,0,4,0,$56.00 ,0,B,58,378,Low
2023,6212,0,0,6,0,$65.00 ,0,Limited Data,3,,High
2023,6213,2,0,0,0,$127.00 ,1,B,79,885,Low
2023,6214,0,0,8,0,$36.00 ,0,Limited Data,1766,,Medium
2023,6215,2,0,0,0,$187.00 ,1,A,74,795,High
2023,6216,2,0,0,0,$13.00 ,1,A,74,611,Medium
2023,6217,1,0,0,0,$18.00 ,1,A,68,875,High
2023,6218,2,0,0,0,$142.00 ,1,B,85,537,Low
2023,6219,0,0,6,0,$25.00 ,0,Limited Data,3,,High
2023,6220,0,0,8,0,$19.00 ,0,Limited Data,3,,Low
2023,6221,3,0,0,0,$35.00 ,1,A,74,941,Medium
2023,6222,0,0,1,0,$118.00 ,1,A,132,564,High
2023,6223,0,0,3,0,$137.00 ,0,B,66,364,Medium
2023,6224,2,0,0,0,$69.00 ,1,Limited Data,14,,Low
2023,6225,1,0,0,0,$274.00 ,0,B,1807,922,Medium
2023,6226,1,0,0,0,$6.00 ,1,A,625,412,Medium
2023,6227,2,0,0,0,$86.00 ,0,A,8,537,Low
2023,6228,2,0,0,0,$109.00 ,1,Limited Data,,,High
2023,6229,4,0,0,0,$8.00 ,1,A,20,380,Low
2023,6230,3,0,0,0,$140.00 ,1,B,13,358,Medium
2023,6231,1,0,0,0,$91.00 ,1,E,139,464,High
2023,6232,3,0,0,0,$158.67 ,1,Limited Data,73,474,Medium
2023,6233,0,0,4,0,$40.00 ,1,B,212,355,Medium
2023,6234,1,0,0,0,$47.00 ,1,D,1275,511,Medium
2023,6235,0,0,0,0,$401.00 ,1,B,55,894,Medium
2023,6236,1,0,0,0,$64.00 ,1,Limited Data,,,Medium
2023,6237,1,0,0,0,$17.00 ,1,Limited Data,,,Low
2023,6238,0,0,12,0,$54.67 ,0,Limited Data,694,,Medium
2023,6239,0,0,5,0,$56.40 ,1,A,58,462,Medium
2023,6240,2,0,0,0,$91.00 ,1,A,476,647,Low
2023,6241,1,0,0,0,$176.00 ,1,B,89,643,Low
2023,6242,0,0,3,0,$108.00 ,0,Limited Data,666,,Medium
2023,6243,1,0,0,0,$2.00 ,0,D,71,875,High
2023,6244,2,0,0,0,$51.00 ,1,A,79,419,Medium
2023,6245,2,0,0,0,$98.00 ,1,D,6,901,Low
2023,6246,1,0,0,0,$150.00 ,1,Limited Data,,,High
2023,6247,1,0,0,0,$150.00 ,1,A,89,366,Medium
2023,6248,1,0,0,0,$60.00 ,1,Limited Data,,,Low
2023,6249,1,0,0,0,$98.00 ,1,Limited Data,728,674,Medium
2023,6250,1,0,0,0,$98.00 ,1,D,240,943,High
2023,6251,1,0,0,0,$52.00 ,1,D,251,319,High
2023,6252,2,0,0,0,$1.00 ,1,Limited Data,647,,Medium
2023,6253,1,0,0,0,$188.00 ,1,A,640,542,Low
2023,6254,0,0,2,0,$127.00 ,1,A,108,755,Medium
2023,6255,2,0,0,0,$113.00 ,1,Limited Data,88,516,Low
2023,6256,2,0,0,0,$7.00 ,1,C,43,631,Medium
2023,6257,3,0,0,0,$59.00 ,1,Limited Data,6,906,High
2023,6258,2,0,0,0,$20.00 ,1,A,4,425,High
2023,6259,3,0,0,0,$59.00 ,1,B,69,646,High
2023,6260,1,0,0,0,$10.00 ,1,C,78,464,Medium
2023,6261,0,0,4,0,$79.00 ,1,B,6,614,Low
2023,6262,1,0,0,0,$33.00 ,1,A,1471,377,Low
2023,6263,1,0,0,0,$7.00 ,1,A,65,627,High
2023,6264,1,0,0,0,$81.00 ,1,Limited Data,,,Medium
2023,6265,0,0,2,0,$69.00 ,1,A,104,517,Low
2023,6266,0,0,5,0,$28.00 ,1,B,17,882,High
2023,6267,3,0,0,0,$52.00 ,1,C,10,212,Low
2023,6268,0,0,0,0,$589.00 ,0,C,1,813,High
2023,6269,3,0,0,0,$23.33 ,2,Limited Data,3,,Medium
2023,6270,1,0,0,0,$100.00 ,1,B,732,976,Medium
2023,6271,1,0,0,0,$70.00 ,1,B,88,384,High
2023,6272,1,0,0,0,$104.00 ,1,C,83,933,High
2023,6273,5,0,0,0,$180.00 ,1,Limited Data,,,Low
2023,6274,1,0,0,0,$88.00 ,1,C,1276,846,Low
2023,6275,2,0,0,0,$105.00 ,1,A,227,456,Low
2023,6276,2,0,0,0,$181.00 ,1,C,103,503,Medium
2023,6277,1,0,0,0,$116.00 ,1,D,432,330,High
2023,6278,2,0,0,0,$3.00 ,0,A,49,585,Medium
2023,6279,3,0,0,0,$25.00 ,1,C,77,863,High
2023,6280,1,0,0,0,$104.00 ,1,E,731,917,Low
2023,6281,1,0,0,0,$28.00 ,1,Limited Data,7,615,Low
2023,6282,1,0,0,0,$44.00 ,1,B,52,883,Medium
2023,6283,4,0,0,0,$0.00 ,1,C,63,725,Medium
2023,6284,1,0,0,0,$4.00 ,1,A,619,919,High
2023,6285,15,0,0,0,$5.00 ,0,Limited Data,0,,Low
2023,6286,1,0,0,0,$52.00 ,1,B,308,610,Low
2023,6287,2,0,0,0,$45.00 ,1,C,7,506,High
2023,6288,3,0,0,0,$10.00 ,1,A,70,659,High
2023,6289,2,0,0,0,$4.00 ,1,C,2,322,Medium
2023,6290,1,0,0,0,$18.00 ,1,A,12,560,Medium
2023,6291,3,0,0,0,$69.00 ,1,Limited Data,,,High
2023,6292,1,0,0,0,$78.00 ,1,E,76,496,Medium
2023,6293,0,0,5,0,$76.00 ,1,A,318,509,High
2023,6294,1,0,0,0,$53.00 ,0,Limited Data,1765,,Medium
2023,6295,1,0,0,0,$66.00 ,1,Limited Data,665,913,High
2023,6296,1,0,0,0,$10.00 ,1,B,144,452,Medium
2023,6297,1,0,0,0,$232.00 ,1,Limited Data,,,Medium
2023,6298,1,0,0,0,$88.00 ,1,A,108,861,Medium
