Season,AccountNumber,SingleGameTickets,PartialPlanTickets,GroupTickets,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,SumGamesAttended,TotNumTicketsPurchased,AvgSpend_norm,SocialMediaEngagement_norm,DistanceToArena_norm,BasketballPropensity_norm
2023,9487,0,0,2,98.0,1,Limited Data,117.0,683.5054579566774,Medium,1,2,0.029723991507430998,0.67,0.0,0.6835054579566775
2023,9488,0,0,3,105.0,1,Limited Data,117.0,683.5054579566774,High,1,3,0.03184713375796178,1.0,0.0,0.6835054579566775
2023,9489,1,0,0,26.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,1,0.007885956930542918,0.67,0.0,0.6835054579566775
2023,9490,2,0,0,31.0,1,Limited Data,2.0,683.5054579566774,High,1,2,0.00940248710949348,1.0,1.0,0.6835054579566775
2023,9491,3,0,0,13.0,1,Limited Data,6.0,683.5054579566774,High,1,3,0.003942978465271459,1.0,1.0,0.6835054579566775
2023,9492,2,0,0,21.0,1,Limited Data,3.0,683.5054579566774,Medium,1,2,0.006369426751592357,0.67,1.0,0.6835054579566775
2023,9493,1,0,0,31.0,1,Limited Data,0.0,683.5054579566774,High,1,1,0.00940248710949348,1.0,1.0,0.6835054579566775
2023,9494,2,0,0,10.0,1,D,41.0,489.0,High,1,2,0.003033060357901122,1.0,0.5,0.489
2023,9495,1,0,0,10.0,1,A,475.0,763.0,Low,1,1,0.003033060357901122,0.33,0.0,0.763
2023,9496,1,0,0,8.0,1,Limited Data,202.0,926.0,Medium,1,1,0.002426448286320898,0.67,0.0,0.926
2023,9497,5,0,0,15.0,2,Limited Data,13.0,683.5054579566774,Medium,2,5,0.004549590536851683,0.67,1.0,0.6835054579566775
2023,9498,2,0,0,27.0,1,Limited Data,2.0,683.5054579566774,High,1,2,0.00818926296633303,1.0,1.0,0.6835054579566775
2023,9499,3,0,0,62.0,1,B,23.0,273.0,Medium,1,3,0.01880497421898696,0.67,0.5,0.273
2023,9500,1,0,0,92.0,1,A,448.0,959.0,Medium,1,1,0.027904155292690323,0.67,0.0,0.959
2023,9501,3,0,0,21.0,1,Limited Data,70.0,683.5054579566774,Medium,1,3,0.006369426751592357,0.67,0.0,0.6835054579566775
2023,9502,2,0,0,33.0,1,Limited Data,9.0,683.5054579566774,Medium,1,2,0.010009099181073703,0.67,1.0,0.6835054579566775
2023,9503,0,0,4,84.0,1,Limited Data,5.0,683.5054579566774,High,1,4,0.025477707006369428,1.0,1.0,0.6835054579566775
2023,9504,2,0,0,94.0,1,C,79.0,846.0,Medium,2,4,0.02851076736427055,0.67,0.0,0.846
2023,9505,2,0,0,70.0,1,D,236.0,380.0,Medium,1,2,0.021231422505307854,0.67,0.0,0.38
2023,9506,5,0,0,81.0,1,Limited Data,5.0,683.5054579566774,Medium,1,5,0.02456778889899909,0.67,1.0,0.6835054579566775
2023,9507,1,0,0,58.0,1,C,637.0,704.0,Medium,1,1,0.017591750075826508,0.67,0.0,0.704
2023,9508,2,0,0,97.5,2,Limited Data,226.0,683.5054579566774,High,2,2,0.029572338489535943,1.0,0.0,0.6835054579566775
2023,9509,3,0,0,68.0,1,Limited Data,34.0,683.5054579566774,Medium,1,3,0.02062481043372763,0.67,0.5,0.6835054579566775
2023,9510,3,0,0,68.0,1,Limited Data,106.0,683.5054579566774,Medium,1,3,0.02062481043372763,0.67,0.0,0.6835054579566775
2023,9511,5,0,0,33.0,2,Limited Data,2.0,683.5054579566774,Medium,3,9,0.010009099181073703,0.67,1.0,0.6835054579566775
2023,9512,2,0,0,58.0,1,Limited Data,148.74457038579175,683.5054579566774,High,1,2,0.017591750075826508,1.0,0.0,0.6835054579566775
2023,9513,5,0,0,85.88,3,Limited Data,148.74457038579175,683.5054579566774,Low,5,9,0.026047922353654836,0.33,0.0,0.6835054579566775
2023,9514,2,0,0,25.0,1,Limited Data,11.0,683.5054579566774,Low,1,2,0.0075826508947528055,0.33,1.0,0.6835054579566775
2023,9515,2,0,0,43.0,0,Limited Data,93.0,683.5054579566774,High,1,2,0.013042159538974826,1.0,0.0,0.6835054579566775
2023,9516,2,0,0,29.0,1,Limited Data,9.0,683.5054579566774,Medium,1,2,0.008795875037913254,0.67,1.0,0.6835054579566775
2023,9517,5,0,0,42.0,1,B,72.0,535.0,High,1,5,0.012738853503184714,1.0,0.0,0.535
2023,9518,1,0,0,41.0,1,A,869.0,799.0,Medium,1,1,0.0124355474673946,0.67,0.0,0.799
2023,9519,3,0,0,126.0,1,Limited Data,69.0,683.5054579566774,Medium,1,3,0.03821656050955414,0.67,0.0,0.6835054579566775
2023,9520,2,0,0,75.0,1,B,20.0,909.0,High,1,2,0.022747952684258416,1.0,0.5,0.909
2023,9521,1,0,0,15.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,1,0.004549590536851683,0.67,0.0,0.6835054579566775
2023,9522,1,0,0,162.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,1,0.04913557779799818,0.67,0.0,0.6835054579566775
2023,9523,2,0,0,17.0,1,Limited Data,165.0,683.5054579566774,Medium,1,2,0.005156202608431908,0.67,0.0,0.6835054579566775
2023,9524,4,0,0,7.0,1,A,225.0,487.0,Low,1,4,0.0021231422505307855,0.33,0.0,0.487
2023,9525,1,0,0,115.0,0,Limited Data,4.0,683.5054579566774,Low,2,2,0.034880194115862906,0.33,1.0,0.6835054579566775
2023,9526,1,0,0,35.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,1,0.010615711252653927,0.33,0.0,0.6835054579566775
2023,9527,2,0,0,114.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,2,0.034576888080072796,0.33,0.0,0.6835054579566775
2023,9528,1,0,0,128.0,1,A,676.0,903.0,High,1,1,0.038823172581134366,1.0,0.0,0.903
2023,9529,1,0,0,175.0,0,D,721.0,890.0,Medium,1,1,0.05307855626326964,0.67,0.0,0.89
2023,9530,2,0,0,268.0,1,Limited Data,12.0,683.5054579566774,High,1,2,0.08128601759175008,1.0,1.0,0.6835054579566775
2023,9531,0,0,2,15.0,1,Limited Data,38.0,683.5054579566774,Medium,1,2,0.004549590536851683,0.67,0.5,0.6835054579566775
2023,9532,1,0,0,53.0,1,Limited Data,1529.0,683.5054579566774,Low,1,1,0.016075219896875947,0.33,0.0,0.6835054579566775
2023,9533,2,0,0,62.0,1,A,74.0,897.0,Medium,1,2,0.01880497421898696,0.67,0.0,0.897
2023,9534,2,0,0,52.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,2,0.015771913861085837,0.33,0.0,0.6835054579566775
2023,9535,4,0,0,76.0,0,B,66.0,901.0,Low,1,4,0.02305125872004853,0.33,0.0,0.901
2023,9536,2,0,0,109.0,1,C,29.0,918.0,Low,1,2,0.03306035790112223,0.33,0.5,0.918
2023,9537,2,0,0,224.0,1,C,77.0,920.0,Medium,1,2,0.06794055201698514,0.67,0.0,0.92
2023,9538,0,0,2,18.0,1,Limited Data,10.0,683.5054579566774,High,1,2,0.00545950864422202,1.0,1.0,0.6835054579566775
2023,9539,2,0,0,124.0,1,A,75.0,632.0,Medium,1,2,0.03760994843797392,0.67,0.0,0.632
2023,9540,2,0,0,137.0,1,Limited Data,95.0,683.5054579566774,Medium,1,2,0.04155292690324537,0.67,0.0,0.6835054579566775
2023,9541,0,0,3,44.0,1,B,158.0,365.0,Low,1,3,0.013345465574764938,0.33,0.0,0.365
2023,9542,2,0,0,151.5,2,B,21.0,474.0,Low,2,2,0.045950864422202004,0.33,0.5,0.474
2023,9543,0,0,7,50.0,1,Limited Data,18.0,683.5054579566774,Low,1,7,0.015165301789505611,0.33,1.0,0.6835054579566775
2023,9544,2,0,0,225.0,1,E,55.0,672.0,High,2,5,0.06824385805277525,1.0,0.0,0.672
2023,9545,1,0,0,102.0,1,C,88.0,653.0,High,1,1,0.030937215650591446,1.0,0.0,0.653
2023,9546,0,0,4,25.0,1,Limited Data,4.0,683.5054579566774,High,1,4,0.0075826508947528055,1.0,1.0,0.6835054579566775
2023,9547,2,0,0,35.0,1,B,545.0,866.0,Medium,1,2,0.010615711252653927,0.67,0.0,0.866
2023,9548,0,0,4,114.0,1,Limited Data,139.0,683.5054579566774,Low,1,4,0.034576888080072796,0.33,0.0,0.6835054579566775
2023,9549,1,0,0,67.0,1,A,1080.0,939.0,High,1,1,0.02032150439793752,1.0,0.0,0.939
2023,9550,2,0,0,24.0,1,Limited Data,148.74457038579175,683.5054579566774,High,1,2,0.007279344858962694,1.0,0.0,0.6835054579566775
2023,9551,2,0,0,6.0,1,C,18.0,407.0,Medium,1,2,0.0018198362147406734,0.67,1.0,0.407
2023,9552,2,0,0,64.0,1,Limited Data,153.0,683.5054579566774,Medium,1,2,0.019411586290567183,0.67,0.0,0.6835054579566775
2023,9553,4,0,0,68.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,4,0.02062481043372763,0.33,0.0,0.6835054579566775
2023,9554,2,0,0,106.0,1,D,68.0,958.0,Medium,1,2,0.032150439793751893,0.67,0.0,0.958
2023,9555,2,0,0,124.0,1,A,58.0,938.0,Low,1,2,0.03760994843797392,0.33,0.0,0.938
2023,9556,2,0,0,114.0,1,Limited Data,93.0,683.5054579566774,Medium,1,2,0.034576888080072796,0.67,0.0,0.6835054579566775
2023,9557,4,0,0,124.0,1,D,305.0,915.0,Medium,1,4,0.03760994843797392,0.67,0.0,0.915
2023,9558,2,0,0,174.0,1,Limited Data,84.0,683.5054579566774,Medium,1,2,0.052775250227479524,0.67,0.0,0.6835054579566775
2023,9559,0,0,2,69.0,0,A,75.0,896.0,Low,1,2,0.020928116469517744,0.33,0.0,0.896
2023,9560,3,0,0,190.0,1,B,3.0,872.0,Low,1,3,0.05762814680012132,0.33,1.0,0.872
2023,9561,0,0,11,90.0,1,B,30.0,401.0,High,1,11,0.0272975432211101,1.0,0.5,0.401
2023,9562,5,0,0,59.0,1,Limited Data,66.0,683.5054579566774,Medium,1,5,0.01789505611161662,0.67,0.0,0.6835054579566775
2023,9563,0,0,2,23.0,0,Limited Data,0.0,683.5054579566774,Medium,1,2,0.006976038823172581,0.67,1.0,0.6835054579566775
2023,9564,0,0,3,77.0,1,A,79.0,757.0,Low,2,5,0.02335456475583864,0.33,0.0,0.757
2023,9565,0,0,2,123.0,1,Limited Data,18.0,683.5054579566774,Low,1,2,0.0373066424021838,0.33,1.0,0.6835054579566775
2023,9566,3,0,0,113.0,0,B,6.0,935.0,Medium,1,3,0.03427358204428268,0.67,1.0,0.935
2023,9567,2,0,0,8.0,1,Limited Data,245.0,683.5054579566774,Medium,1,2,0.002426448286320898,0.67,0.0,0.6835054579566775
2023,9568,0,0,0,279.0,1,Limited Data,295.0,683.5054579566774,High,1,20,0.08462238398544131,1.0,0.0,0.6835054579566775
2023,9569,6,0,0,88.0,1,Limited Data,10.0,683.5054579566774,Medium,1,6,0.026690931149529876,0.67,1.0,0.6835054579566775
2023,9570,3,0,0,29.0,1,A,45.0,878.0,Medium,1,3,0.008795875037913254,0.67,0.5,0.878
2023,9571,4,0,0,7.0,1,Limited Data,3.0,683.5054579566774,High,2,8,0.0021231422505307855,1.0,1.0,0.6835054579566775
2023,9572,2,0,0,160.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,2,0.048528965726417954,0.33,0.0,0.6835054579566775
2023,9573,1,0,0,14.0,1,B,282.0,881.0,Low,1,1,0.004246284501061571,0.33,0.0,0.881
2023,9574,2,0,0,219.0,1,Limited Data,4.0,928.0,Medium,1,2,0.06642402183803457,0.67,1.0,0.928
2023,9575,1,0,0,47.0,1,Limited Data,148.74457038579175,683.5054579566774,High,1,1,0.014255383682135275,1.0,0.0,0.6835054579566775
2023,9576,3,0,0,36.0,0,Limited Data,28.0,683.5054579566774,Low,1,3,0.01091901728844404,0.33,0.5,0.6835054579566775
2023,9577,4,0,0,79.0,1,Limited Data,148.74457038579175,683.5054579566774,High,1,4,0.023961176827418867,1.0,0.0,0.6835054579566775
2023,9578,2,0,0,207.0,1,A,318.0,880.0,Low,1,2,0.06278434940855324,0.33,0.0,0.88
2023,9579,0,0,2,93.0,1,Limited Data,10.0,683.5054579566774,Low,1,2,0.028207461328480437,0.33,1.0,0.6835054579566775
2023,9580,2,0,0,278.0,1,C,70.0,544.0,Medium,1,2,0.0843190779496512,0.67,0.0,0.544
2023,9581,2,0,0,85.0,0,A,479.0,294.0,Medium,1,2,0.025781013042159538,0.67,0.0,0.294
2023,9582,0,0,2,99.0,1,E,74.0,405.0,High,1,2,0.03002729754322111,1.0,0.0,0.405
2023,9583,1,0,0,50.0,1,Limited Data,835.0,795.0,Medium,1,1,0.015165301789505611,0.67,0.0,0.795
2023,9584,2,0,0,22.0,1,A,70.0,899.0,Low,1,2,0.006672732787382469,0.33,0.0,0.899
2023,9585,1,0,0,76.0,1,Limited Data,196.0,683.5054579566774,Low,1,1,0.02305125872004853,0.33,0.0,0.6835054579566775
2023,9586,4,0,0,9.0,1,A,165.0,841.0,High,1,4,0.00272975432211101,1.0,0.0,0.841
2023,9587,4,0,0,75.0,1,D,79.0,902.0,Medium,1,4,0.022747952684258416,0.67,0.0,0.902
2023,9588,0,0,2,25.0,1,Limited Data,4.0,683.5054579566774,Low,1,2,0.0075826508947528055,0.33,1.0,0.6835054579566775
2023,9589,4,0,0,15.0,1,A,33.0,896.0,Medium,1,4,0.004549590536851683,0.67,0.5,0.896
2023,9590,3,0,0,60.0,2,A,10.0,897.0,High,2,3,0.018198362147406732,1.0,1.0,0.897
2023,9591,4,0,0,122.0,1,Limited Data,6.0,683.5054579566774,High,1,4,0.03700333636639369,1.0,1.0,0.6835054579566775
2023,9592,0,0,6,46.0,1,Limited Data,74.0,683.5054579566774,Medium,1,6,0.013952077646345162,0.67,0.0,0.6835054579566775
2023,9593,2,0,0,86.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.026084319077949652,0.67,0.0,0.6835054579566775
2023,9594,2,0,0,215.0,1,A,139.0,898.0,High,1,2,0.06521079769487413,1.0,0.0,0.898
2023,9595,0,0,7,9.0,1,Limited Data,74.0,683.5054579566774,Low,2,11,0.00272975432211101,0.33,0.0,0.6835054579566775
2023,9596,3,0,0,80.0,1,Limited Data,133.0,683.5054579566774,Medium,1,3,0.024264482863208977,0.67,0.0,0.6835054579566775
2023,9597,2,0,0,90.0,1,Limited Data,148.74457038579175,926.0,Medium,1,2,0.0272975432211101,0.67,0.0,0.926
2023,9598,0,0,9,77.0,1,B,117.0,495.0,Low,1,9,0.02335456475583864,0.33,0.0,0.495
2023,9599,0,0,1,26.0,0,Limited Data,102.0,683.5054579566774,Medium,1,1,0.007885956930542918,0.67,0.0,0.6835054579566775
2023,9600,1,0,0,167.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,1,0.05065210797694874,0.33,0.0,0.6835054579566775
2023,9601,1,0,0,103.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,1,0.03124052168638156,0.67,0.0,0.6835054579566775
2023,9602,0,0,3,111.0,1,Limited Data,30.0,683.5054579566774,High,1,3,0.03366696997270246,1.0,0.5,0.6835054579566775
2023,9603,0,3,0,35.0,0,Limited Data,194.0,683.5054579566774,Low,1,3,0.010615711252653927,0.33,0.0,0.6835054579566775
2023,9604,3,0,0,542.0,1,B,55.0,911.0,Medium,1,3,0.16439187139824082,0.67,0.0,0.911
2023,9605,2,0,0,36.0,0,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.01091901728844404,0.67,0.0,0.6835054579566775
2023,9606,0,0,2,17.0,1,B,7.0,424.0,Medium,1,2,0.005156202608431908,0.67,1.0,0.424
2023,9607,4,0,0,15.0,0,Limited Data,109.0,683.5054579566774,High,1,4,0.004549590536851683,1.0,0.0,0.6835054579566775
2023,9608,2,0,0,10.0,1,Limited Data,86.0,683.5054579566774,Medium,1,2,0.003033060357901122,0.67,0.0,0.6835054579566775
2023,9609,2,0,0,74.0,1,Limited Data,93.0,683.5054579566774,Low,1,2,0.022444646648468305,0.33,0.0,0.6835054579566775
2023,9610,0,0,4,100.0,1,Limited Data,124.0,683.5054579566774,Low,1,4,0.030330603579011222,0.33,0.0,0.6835054579566775
2023,9611,2,0,0,128.0,1,Limited Data,1675.0,683.5054579566774,High,1,2,0.038823172581134366,1.0,0.0,0.6835054579566775
2023,9612,2,0,0,192.0,1,A,23.0,951.0,Medium,2,4,0.05823475887170155,0.67,0.5,0.951
2023,9613,0,0,2,115.0,0,Limited Data,85.0,683.5054579566774,Medium,1,2,0.034880194115862906,0.67,0.0,0.6835054579566775
2023,9614,0,0,4,107.0,1,Limited Data,74.0,683.5054579566774,Medium,2,10,0.03245374582954201,0.67,0.0,0.6835054579566775
2023,9615,3,0,0,137.0,1,Limited Data,22.0,925.0,Low,1,3,0.04155292690324537,0.33,0.5,0.925
2023,9616,3,0,0,59.0,1,Limited Data,151.0,683.5054579566774,Low,1,3,0.01789505611161662,0.33,0.0,0.6835054579566775
2023,9617,2,0,0,62.0,1,Limited Data,68.0,683.5054579566774,Medium,1,2,0.01880497421898696,0.67,0.0,0.6835054579566775
2023,9618,0,0,2,69.0,1,Limited Data,47.0,683.5054579566774,High,1,2,0.020928116469517744,1.0,0.5,0.6835054579566775
2023,9619,0,0,4,61.0,0,A,65.0,864.0,Medium,1,4,0.018501668183196845,0.67,0.0,0.864
2023,9620,12,0,0,5.0,1,Limited Data,64.0,683.5054579566774,Medium,1,12,0.001516530178950561,0.67,0.0,0.6835054579566775
2023,9621,2,0,0,22.0,1,C,52.0,482.0,Medium,1,2,0.006672732787382469,0.67,0.0,0.482
2023,9622,3,0,0,76.0,1,E,3.0,909.0,Medium,1,3,0.02305125872004853,0.67,1.0,0.909
2023,9623,4,0,0,320.86,2,A,28.0,479.0,Low,2,28,0.09731877464361541,0.33,0.5,0.479
2023,9624,2,0,0,99.0,1,A,46.0,908.0,Medium,1,2,0.03002729754322111,0.67,0.5,0.908
2023,9625,0,0,2,110.0,0,Limited Data,129.0,683.5054579566774,High,1,2,0.03336366393691234,1.0,0.0,0.6835054579566775
2023,9626,1,0,0,81.0,1,A,42.0,925.0,Medium,1,1,0.02456778889899909,0.67,0.5,0.925
2023,9627,2,0,0,57.0,1,Limited Data,6.0,683.5054579566774,Low,1,2,0.017288444040036398,0.33,1.0,0.6835054579566775
2023,9628,2,0,0,74.0,1,A,73.0,927.0,Low,1,2,0.022444646648468305,0.33,0.0,0.927
2023,9629,1,0,0,155.0,1,Limited Data,85.0,683.5054579566774,Low,1,1,0.047012435547467396,0.33,0.0,0.6835054579566775
2023,9630,0,0,6,1.0,1,Limited Data,74.0,683.5054579566774,Medium,1,6,0.00030330603579011223,0.67,0.0,0.6835054579566775
2023,9631,0,0,30,60.0,1,Limited Data,74.0,683.5054579566774,Medium,1,30,0.018198362147406732,0.67,0.0,0.6835054579566775
2023,9632,2,0,0,74.0,0,Limited Data,9.0,683.5054579566774,Low,1,2,0.022444646648468305,0.33,1.0,0.6835054579566775
2023,9633,2,0,0,13.0,1,D,346.0,413.0,Medium,1,2,0.003942978465271459,0.67,0.0,0.413
2023,9634,2,0,0,117.0,1,A,2.0,927.0,High,1,2,0.03548680618744313,1.0,1.0,0.927
2023,9635,0,0,5,82.0,1,B,96.0,462.0,High,1,5,0.0248710949347892,1.0,0.0,0.462
2023,9636,2,0,0,289.0,1,D,106.0,921.0,Low,2,4,0.08765544434334244,0.33,0.0,0.921
2023,9637,2,0,0,76.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.02305125872004853,0.67,0.0,0.6835054579566775
2023,9638,3,0,0,58.0,0,Limited Data,90.0,683.5054579566774,Medium,1,3,0.017591750075826508,0.67,0.0,0.6835054579566775
2023,9639,7,0,0,6.0,1,Limited Data,619.0,683.5054579566774,Low,2,7,0.0018198362147406734,0.33,0.0,0.6835054579566775
2023,9640,2,0,0,4.0,1,Limited Data,178.0,683.5054579566774,High,1,2,0.001213224143160449,1.0,0.0,0.6835054579566775
2023,9641,4,0,0,53.0,2,Limited Data,77.0,683.5054579566774,High,3,6,0.016075219896875947,1.0,0.0,0.6835054579566775
2023,9642,5,0,0,80.0,0,B,35.0,538.0,Medium,1,5,0.024264482863208977,0.67,0.5,0.538
2023,9643,2,0,0,2.0,1,Limited Data,10.0,683.5054579566774,High,1,2,0.0006066120715802245,1.0,1.0,0.6835054579566775
2023,9644,7,0,0,7.29,2,Limited Data,836.0,683.5054579566774,High,2,7,0.002211101000909918,1.0,0.0,0.6835054579566775
2023,9645,2,0,0,23.0,1,Limited Data,200.0,683.5054579566774,Medium,1,2,0.006976038823172581,0.67,0.0,0.6835054579566775
2023,9646,2,0,0,6.0,1,Limited Data,20.0,683.5054579566774,Low,1,2,0.0018198362147406734,0.33,0.5,0.6835054579566775
2023,9647,4,0,0,6.0,0,Limited Data,6.0,683.5054579566774,Low,1,4,0.0018198362147406734,0.33,1.0,0.6835054579566775
2023,9648,3,0,0,2.0,1,D,19.0,910.0,Low,1,3,0.0006066120715802245,0.33,1.0,0.91
2023,9649,3,0,0,20.0,1,Limited Data,15.0,683.5054579566774,Medium,1,3,0.006066120715802244,0.67,1.0,0.6835054579566775
2023,9650,11,0,0,5.18,4,Limited Data,29.0,683.5054579566774,Medium,6,15,0.0015711252653927811,0.67,0.5,0.6835054579566775
2023,9651,4,0,0,12.0,2,Limited Data,35.0,683.5054579566774,Low,2,4,0.003639672429481347,0.33,0.5,0.6835054579566775
2023,9652,1,0,0,36.0,1,B,632.0,459.0,Medium,1,1,0.01091901728844404,0.67,0.0,0.459
2023,9653,12,0,0,43.83,3,Limited Data,0.0,683.5054579566774,Medium,7,18,0.013293903548680618,0.67,1.0,0.6835054579566775
2023,9654,6,0,0,9.67,2,Limited Data,18.0,683.5054579566774,High,4,8,0.002932969366090385,1.0,1.0,0.6835054579566775
2023,9655,3,0,0,46.67,1,Limited Data,3.0,683.5054579566774,Low,2,3,0.014155292690324539,0.33,1.0,0.6835054579566775
2023,9656,2,0,0,15.0,1,Limited Data,3.0,683.5054579566774,High,1,2,0.004549590536851683,1.0,1.0,0.6835054579566775
2023,9657,1,0,0,25.0,0,A,278.0,361.0,Medium,1,1,0.0075826508947528055,0.67,0.0,0.361
2023,9658,2,0,0,40.0,0,Limited Data,3.0,683.5054579566774,Medium,1,2,0.012132241431604488,0.67,1.0,0.6835054579566775
2023,9659,2,0,0,13.0,1,Limited Data,4.0,683.5054579566774,Medium,1,2,0.003942978465271459,0.67,1.0,0.6835054579566775
2023,9660,7,0,0,16.14,3,Limited Data,129.0,683.5054579566774,Low,3,7,0.004895359417652411,0.33,0.0,0.6835054579566775
2023,9661,2,0,0,7.0,0,Limited Data,24.0,683.5054579566774,Medium,1,2,0.0021231422505307855,0.67,0.5,0.6835054579566775
2023,9662,2,0,0,35.0,1,Limited Data,327.0,683.5054579566774,Medium,1,2,0.010615711252653927,0.67,0.0,0.6835054579566775
2023,9663,12,0,0,19.33,5,A,6.0,529.0,High,6,14,0.005862905671822869,1.0,1.0,0.529
2023,9664,2,0,0,1.0,1,Limited Data,15.0,683.5054579566774,Medium,1,2,0.00030330603579011223,0.67,1.0,0.6835054579566775
2023,9665,2,0,0,32.0,1,Limited Data,3.0,683.5054579566774,High,3,9,0.009705793145283591,1.0,1.0,0.6835054579566775
2023,9666,4,0,0,27.0,2,Limited Data,6.0,683.5054579566774,Medium,2,4,0.00818926296633303,0.67,1.0,0.6835054579566775
2023,9667,6,0,0,2.0,2,Limited Data,4.0,683.5054579566774,Medium,5,9,0.0006066120715802245,0.67,1.0,0.6835054579566775
2023,9668,4,0,0,2.0,1,Limited Data,17.0,683.5054579566774,Medium,1,4,0.0006066120715802245,0.67,1.0,0.6835054579566775
2023,9669,2,0,0,179.0,1,D,106.0,255.0,Medium,1,2,0.05429178040643009,0.67,0.0,0.255
2023,9670,7,0,0,48.43,3,Limited Data,1724.0,683.5054579566774,High,3,7,0.014689111313315135,1.0,0.0,0.6835054579566775
2023,9671,2,0,0,8.0,1,Limited Data,85.0,683.5054579566774,Low,1,2,0.002426448286320898,0.33,0.0,0.6835054579566775
2023,9672,8,0,0,6.0,5,Limited Data,10.0,683.5054579566774,High,10,13,0.0018198362147406734,1.0,1.0,0.6835054579566775
2023,9673,11,0,0,7.45,3,Limited Data,4.0,683.5054579566774,High,5,13,0.002259629966636336,1.0,1.0,0.6835054579566775
2023,9674,2,0,0,59.0,1,Limited Data,4.0,683.5054579566774,Medium,1,2,0.01789505611161662,0.67,1.0,0.6835054579566775
2023,9675,2,0,0,49.0,1,A,81.0,912.0,Medium,1,2,0.014861995753715499,0.67,0.0,0.912
2023,9676,2,0,0,0.0,1,Limited Data,314.0,683.5054579566774,High,1,2,0.0,1.0,0.0,0.6835054579566775
2023,9677,3,0,0,15.0,1,Limited Data,41.0,683.5054579566774,Low,1,3,0.004549590536851683,0.33,0.5,0.6835054579566775
2023,9678,4,0,0,69.0,1,B,83.0,679.0,High,1,4,0.020928116469517744,1.0,0.0,0.679
2023,9679,6,0,0,17.0,2,Limited Data,9.0,683.5054579566774,Medium,3,6,0.005156202608431908,0.67,1.0,0.6835054579566775
2023,9680,3,0,0,318.0,1,Limited Data,148.74457038579175,683.5054579566774,High,1,3,0.09645131938125569,1.0,0.0,0.6835054579566775
2023,9681,2,0,0,14.0,1,Limited Data,2.0,683.5054579566774,Medium,1,2,0.004246284501061571,0.67,1.0,0.6835054579566775
2023,9682,0,0,6,258.33,0,Limited Data,1.0,950.0,Low,1,6,0.07835304822565968,0.33,1.0,0.95
2023,9683,0,0,3,113.0,1,A,96.0,913.0,Low,1,3,0.03427358204428268,0.33,0.0,0.913
2023,9684,1,0,0,23.0,1,Limited Data,164.0,683.5054579566774,Low,1,1,0.006976038823172581,0.33,0.0,0.6835054579566775
2023,9685,9,0,0,11.89,4,Limited Data,13.0,683.5054579566774,High,4,9,0.0036063087655444346,1.0,1.0,0.6835054579566775
2023,9686,2,0,0,164.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.0497421898695784,0.67,0.0,0.6835054579566775
2023,9687,2,0,0,247.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.07491659084015771,0.67,0.0,0.6835054579566775
2023,9688,4,0,0,23.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,4,0.006976038823172581,0.67,0.0,0.6835054579566775
2023,9689,2,0,0,27.0,1,Limited Data,86.0,683.5054579566774,High,1,2,0.00818926296633303,1.0,0.0,0.6835054579566775
2023,9690,0,0,10,174.0,1,G,63.0,888.0,High,1,10,0.052775250227479524,1.0,0.0,0.888
2023,9691,0,0,2,54.0,1,Limited Data,30.0,683.5054579566774,High,1,2,0.01637852593266606,1.0,0.5,0.6835054579566775
2023,9692,2,0,0,31.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,2,0.00940248710949348,0.33,0.0,0.6835054579566775
2023,9693,0,0,2,82.0,1,Limited Data,30.0,683.5054579566774,Low,1,2,0.0248710949347892,0.33,0.5,0.6835054579566775
2023,9694,4,0,0,91.0,1,B,36.0,360.0,Medium,1,4,0.027600849256900213,0.67,0.5,0.36
2023,9695,10,0,0,9.0,3,Limited Data,27.0,683.5054579566774,High,4,13,0.00272975432211101,1.0,0.5,0.6835054579566775
2023,9696,3,0,0,177.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,3,0.05368516833484986,0.67,0.0,0.6835054579566775
2023,9697,0,0,5,14.0,1,A,128.0,568.0,Medium,1,5,0.004246284501061571,0.67,0.0,0.568
2023,9698,1,0,0,20.0,1,Limited Data,0.0,683.5054579566774,Low,1,1,0.006066120715802244,0.33,1.0,0.6835054579566775
